order_detail_id,order_id,book_id,quantity,price,total_amount,customer_id,author_id,order_date,categories
1836,626,1794,4,20.4,81.6,1012,790,11/2/2022,Fantasy
1837,626,1787,1,24.96,24.96,1012,711,11/2/2022,Mystery
1838,626,702,1,37.86,37.86,1012,193,11/2/2022,Mystery
1839,626,1837,5,41.58,207.9,1012,673,11/2/2022,Science Fiction
1840,626,236,3,31.94,95.82,1012,271,11/2/2022,Romance
1841,627,606,1,41.35,41.35,622,698,3/4/2023,Romance
1842,627,1452,1,14.62,14.62,622,443,3/4/2023,Fantasy
1843,627,1131,5,27.44,137.2,622,798,3/4/2023,Fiction
1844,627,1033,1,45.14,45.14,622,169,3/4/2023,Mystery
1845,628,2011,4,18.54,74.16,481,729,4/8/2023,Mystery
1846,628,547,4,33.93,135.72,481,257,4/8/2023,Non-Fiction
1847,628,882,4,38.14,152.56,481,393,4/8/2023,Fiction
1848,628,1270,5,49.84,249.2,481,544,4/8/2023,Fantasy
1849,628,1248,3,18.65,55.95,481,524,4/8/2023,Romance
1850,629,2081,4,15.96,63.84,429,146,9/10/2022,Romance
1851,629,591,5,41.05,205.25,429,598,9/10/2022,Science Fiction
1852,630,1289,1,25.84,25.84,1141,418,8/30/2023,Fantasy
1853,630,217,3,48.86,146.58,1141,281,8/30/2023,Fiction
1854,630,491,1,16.6,16.6,1141,70,8/30/2023,Science Fiction
1855,630,261,5,27.32,136.6,1141,449,8/30/2023,Romance
1856,630,1695,2,27.89,55.78,1141,13,8/30/2023,Fantasy
1857,631,1020,5,45,225,97,655,3/26/2024,Romance
1858,631,735,2,16.69,33.38,97,471,3/26/2024,Mystery
1859,632,2028,1,20.35,20.35,38,366,2/2/2024,Fiction
1860,633,365,1,34.63,34.63,735,118,5/6/2023,Romance
1861,633,1653,5,12.68,63.4,735,757,5/6/2023,Science Fiction
1862,633,1587,4,37.83,151.32,735,752,5/6/2023,Fiction
1863,634,1944,2,11.1,22.2,1805,497,12/6/2022,Mystery
1864,634,1407,2,21.53,43.06,1805,283,12/6/2022,Fantasy
1865,634,393,3,32.7,98.1,1805,435,12/6/2022,Fantasy
1866,634,1455,2,37.69,75.38,1805,530,12/6/2022,Mystery
1867,635,1033,4,45.14,180.56,535,169,1/13/2023,Mystery
1868,635,372,2,22.39,44.78,535,763,1/13/2023,Romance
1869,635,1068,4,30.75,123,535,103,1/13/2023,Fiction
1870,635,822,2,33.15,66.3,535,361,1/13/2023,Fantasy
1871,636,335,3,37.96,113.88,732,602,9/15/2023,Romance
1872,636,1851,1,26.41,26.41,732,54,9/15/2023,Non-Fiction
1873,636,2146,3,21.45,64.35,732,366,9/15/2023,Fantasy
1874,637,250,5,48.63,243.15,1387,651,12/5/2023,Fantasy
1875,638,1529,1,6.38,6.38,325,809,6/4/2023,Non-Fiction
1876,639,8,5,36.71,183.55,358,778,7/22/2023,Non-Fiction
1877,639,52,1,25.27,25.27,358,666,7/22/2023,Science Fiction
1878,640,1576,3,22.49,67.47,1696,559,5/21/2023,Non-Fiction
1879,640,114,5,21.37,106.85,1696,205,5/21/2023,Fantasy
1880,640,1536,1,39.28,39.28,1696,808,5/21/2023,Romance
1881,641,773,5,21.88,109.4,1761,802,4/9/2024,Fiction
1882,641,2041,2,12.31,24.62,1761,613,4/9/2024,Fiction
1883,642,895,3,44.53,133.59,1832,28,3/2/2024,Romance
1884,642,398,2,14.98,29.96,1832,57,3/2/2024,Fiction
1885,642,1533,5,8.63,43.15,1832,347,3/2/2024,Romance
1886,642,725,4,26.05,104.2,1832,224,3/2/2024,Mystery
1887,642,728,5,24.09,120.45,1832,545,3/2/2024,Mystery
1888,643,1824,1,9.51,9.51,1032,494,7/18/2023,Romance
1889,643,159,5,15.09,75.45,1032,426,7/18/2023,Fiction
1890,644,1277,3,25.59,76.77,66,527,9/28/2023,Mystery
1891,645,1430,2,44.39,88.78,1653,754,12/10/2023,Non-Fiction
1892,646,2124,2,7.17,14.34,131,511,9/9/2023,Romance
1893,646,409,4,25.21,100.84,131,371,9/9/2023,Fiction
1894,646,792,5,29.91,149.55,131,709,9/9/2023,Fantasy
1895,646,636,5,14.18,70.9,131,264,9/9/2023,Romance
1896,646,1382,4,23.98,95.92,131,705,9/9/2023,Science Fiction
1897,647,1593,4,44.26,177.04,692,427,7/27/2024,Fiction
1898,647,477,5,17.25,86.25,692,82,7/27/2024,Fiction
1899,647,269,3,28.35,85.05,692,196,7/27/2024,Mystery
1900,647,1009,3,37.11,111.33,692,325,7/27/2024,Non-Fiction
1901,647,580,2,23.32,46.64,692,132,7/27/2024,Fiction
1902,648,772,4,24.52,98.08,882,446,1/29/2024,Science Fiction
1903,648,171,3,20.37,61.11,882,217,1/29/2024,Fantasy
1904,648,241,4,36.29,145.16,882,128,1/29/2024,Fantasy
1905,648,405,5,24.88,124.4,882,321,1/29/2024,Mystery
1906,649,1313,5,27.37,136.85,234,199,5/17/2023,Science Fiction
1907,650,2179,5,14.43,72.15,1265,117,9/10/2023,Non-Fiction
1908,650,1615,5,10.93,54.65,1265,746,9/10/2023,Fiction
1909,650,824,3,11.88,35.64,1265,87,9/10/2023,Romance
1910,650,1313,2,27.37,54.74,1265,199,9/10/2023,Science Fiction
1911,650,1835,2,17.45,34.9,1265,804,9/10/2023,Mystery
1912,651,1747,4,14.36,57.44,465,513,12/27/2022,Non-Fiction
1913,651,1783,4,9.11,36.44,465,570,12/27/2022,Romance
1914,651,338,4,25.56,102.24,465,223,12/27/2022,Fantasy
1915,652,2013,1,11.13,11.13,248,166,9/25/2022,Non-Fiction
1916,653,1983,5,30.58,152.9,1151,180,6/29/2023,Romance
1917,653,1593,3,44.26,132.78,1151,427,6/29/2023,Fiction
1918,653,2039,3,48.69,146.07,1151,168,6/29/2023,Romance
1919,654,2161,1,33.47,33.47,459,824,7/20/2024,Non-Fiction
1920,655,366,3,44.07,132.21,997,565,1/22/2023,Romance
1921,655,2224,2,14.73,29.46,997,336,1/22/2023,Science Fiction
1922,656,197,5,31.06,155.3,529,250,3/25/2024,Fantasy
1923,656,115,1,35.03,35.03,529,229,3/25/2024,Fiction
1924,656,1241,4,14.79,59.16,529,687,3/25/2024,Fiction
1925,657,1441,5,26.11,130.55,697,795,9/23/2022,Non-Fiction
1926,657,215,4,16,64,697,199,9/23/2022,Science Fiction
1927,658,2147,2,16.31,32.62,1608,251,2/3/2023,Non-Fiction
1928,658,2084,3,7.86,23.58,1608,496,2/3/2023,Fantasy
1929,658,184,2,14.72,29.44,1608,407,2/3/2023,Romance
1930,658,405,4,24.88,99.52,1608,321,2/3/2023,Mystery
1931,658,761,2,10.68,21.36,1608,325,2/3/2023,Science Fiction
1932,659,299,2,35.33,70.66,728,471,4/7/2024,Science Fiction
1933,659,2029,2,31.66,63.32,728,657,4/7/2024,Non-Fiction
1934,659,64,1,23.71,23.71,728,101,4/7/2024,Fiction
1935,660,844,1,17.55,17.55,1576,34,5/13/2023,Fantasy
1936,660,1190,1,36.82,36.82,1576,536,5/13/2023,Romance
1937,660,985,3,27.1,81.3,1576,731,5/13/2023,Science Fiction
1938,660,726,4,35.33,141.32,1576,633,5/13/2023,Romance
1939,661,1523,4,38.03,152.12,96,163,11/30/2023,Romance
1940,661,184,2,14.72,29.44,96,407,11/30/2023,Romance
1941,662,1009,5,37.11,185.55,1578,325,4/7/2023,Non-Fiction
1942,662,1058,4,48.77,195.08,1578,178,4/7/2023,Non-Fiction
1943,663,1269,2,47.8,95.6,1798,301,9/1/2022,Non-Fiction
1944,663,1117,4,28.31,113.24,1798,688,9/1/2022,Science Fiction
1945,663,42,4,47.94,191.76,1798,166,9/1/2022,Mystery
1946,663,1695,4,27.89,111.56,1798,13,9/1/2022,Fantasy
1947,663,1140,2,38.27,76.54,1798,5,9/1/2022,Romance
1948,664,1039,5,9.85,49.25,1141,4,1/20/2023,Fantasy
1949,664,43,4,20.25,81,1141,1,1/20/2023,Mystery
1950,664,172,4,39.08,156.32,1141,389,1/20/2023,Science Fiction
1951,664,528,2,45.53,91.06,1141,463,1/20/2023,Non-Fiction
1952,665,469,1,47.63,47.63,548,448,6/16/2023,Fiction
1953,666,2002,1,44.35,44.35,1836,65,12/8/2023,Fiction
1954,666,752,5,25.22,126.1,1836,55,12/8/2023,Fiction
1955,667,686,3,42,126,310,613,5/17/2024,Romance
1956,667,1632,3,30.66,91.98,310,513,5/17/2024,Fantasy
1957,667,2197,3,29.46,88.38,310,58,5/17/2024,Fantasy
1958,668,1072,1,12.32,12.32,1748,283,12/30/2022,Fantasy
1959,668,490,4,6.7,26.8,1748,260,12/30/2022,Romance
1960,668,828,1,33.95,33.95,1748,191,12/30/2022,Fantasy
1961,669,2040,2,12.13,24.26,1414,747,2/8/2023,Fantasy
1962,669,521,5,29.29,146.45,1414,588,2/8/2023,Non-Fiction
1963,669,147,4,11.86,47.44,1414,125,2/8/2023,Fantasy
1964,669,1962,1,20.39,20.39,1414,253,2/8/2023,Non-Fiction
1965,669,457,2,35.75,71.5,1414,421,2/8/2023,Science Fiction
1966,670,1590,2,19.21,38.42,1790,610,10/31/2022,Romance
1967,671,277,2,7.91,15.82,1056,240,5/30/2024,Fantasy
1968,672,1520,4,38.34,153.36,1238,204,9/30/2022,Fantasy
1969,672,585,4,12.14,48.56,1238,621,9/30/2022,Mystery
1970,672,169,5,11.96,59.8,1238,659,9/30/2022,Fantasy
1971,672,775,2,10.7,21.4,1238,201,9/30/2022,Fantasy
1972,673,180,5,32.71,163.55,1372,172,3/22/2023,Mystery
1973,673,59,2,31.34,62.68,1372,741,3/22/2023,Mystery
1974,673,1399,3,34.86,104.58,1372,411,3/22/2023,Mystery
1975,674,1435,4,22.32,89.28,214,44,4/10/2024,Fantasy
1976,674,822,1,33.15,33.15,214,361,4/10/2024,Fantasy
1977,675,1557,2,22.11,44.22,1447,263,2/7/2024,Fiction
1978,675,1196,5,20.1,100.5,1447,77,2/7/2024,Fantasy
1979,675,261,2,27.32,54.64,1447,449,2/7/2024,Romance
1980,675,754,2,7.29,14.58,1447,407,2/7/2024,Science Fiction
1981,676,1798,1,33.08,33.08,104,299,5/27/2024,Fantasy
1982,676,1805,1,42.1,42.1,104,721,5/27/2024,Mystery
1983,676,1007,5,48.93,244.65,104,331,5/27/2024,Non-Fiction
1984,677,1179,5,34.54,172.7,897,820,5/20/2023,Fantasy
1985,677,660,2,41.57,83.14,897,523,5/20/2023,Fantasy
1986,677,1301,1,12.21,12.21,897,567,5/20/2023,Mystery
1987,677,457,1,35.75,35.75,897,421,5/20/2023,Science Fiction
1988,677,1680,5,11.94,59.7,897,713,5/20/2023,Mystery
1989,678,72,5,49.34,246.7,1637,389,9/3/2022,Fiction
1990,678,696,3,24.15,72.45,1637,60,9/3/2022,Mystery
1991,678,1518,1,16.94,16.94,1637,787,9/3/2022,Romance
1992,678,588,1,27.54,27.54,1637,522,9/3/2022,Mystery
1993,678,958,1,19.81,19.81,1637,461,9/3/2022,Fantasy
1994,679,15,5,35.09,175.45,937,72,1/9/2023,Fiction
1995,679,240,4,46.52,186.08,937,767,1/9/2023,Mystery
1996,679,491,2,16.6,33.2,937,70,1/9/2023,Science Fiction
1997,679,145,5,15.62,78.1,937,110,1/9/2023,Fantasy
1998,680,303,1,49.96,49.96,1724,310,4/7/2023,Non-Fiction
1999,680,1952,5,26.13,130.65,1724,383,4/7/2023,Non-Fiction
2000,680,1582,3,28.49,85.47,1724,283,4/7/2023,Mystery
2001,680,1585,4,16.24,64.96,1724,597,4/7/2023,Non-Fiction
2002,680,974,4,47.45,189.8,1724,126,4/7/2023,Fiction
2003,681,1025,3,21.44,64.32,1548,505,2/26/2023,Fantasy
2004,681,1864,4,19.77,79.08,1548,707,2/26/2023,Non-Fiction
2005,681,628,4,44.81,179.24,1548,180,2/26/2023,Fantasy
2006,681,2198,3,30,90,1548,116,2/26/2023,Science Fiction
2007,681,917,2,6.55,13.1,1548,180,2/26/2023,Fiction
2008,682,715,4,20.5,82,228,157,10/28/2023,Non-Fiction
2009,682,1054,2,23.36,46.72,228,307,10/28/2023,Fiction
2010,682,1508,1,20.1,20.1,228,504,10/28/2023,Non-Fiction
2011,683,1229,2,36.79,73.58,217,423,2/11/2023,Mystery
2012,683,175,4,9.01,36.04,217,230,2/11/2023,Romance
2013,683,1681,5,7.09,35.45,217,332,2/11/2023,Fantasy
2014,683,930,4,13.86,55.44,217,393,2/11/2023,Non-Fiction
2015,684,1446,2,48.17,96.34,1601,276,4/6/2024,Fantasy
2016,684,1663,4,49.47,197.88,1601,761,4/6/2024,Romance
2017,685,1887,4,34.16,136.64,1251,153,8/1/2023,Romance
2018,685,1819,4,32.59,130.36,1251,191,8/1/2023,Fantasy
2019,685,1899,3,36.61,109.83,1251,196,8/1/2023,Science Fiction
2020,685,1384,3,24.63,73.89,1251,268,8/1/2023,Mystery
2021,686,546,5,45.37,226.85,1249,355,5/20/2024,Mystery
2022,686,844,2,17.55,35.1,1249,34,5/20/2024,Fantasy
2023,686,889,2,25.45,50.9,1249,631,5/20/2024,Romance
2024,686,798,5,28.46,142.3,1249,265,5/20/2024,Non-Fiction
2025,687,1898,5,48.56,242.8,1602,568,8/10/2023,Fiction
2026,687,1673,3,23.04,69.12,1602,41,8/10/2023,Mystery
2027,687,1258,2,24.84,49.68,1602,387,8/10/2023,Fiction
2028,688,579,4,35.93,143.72,1758,287,9/2/2022,Mystery
2029,688,446,5,49.87,249.35,1758,720,9/2/2022,Romance
2030,688,1853,3,22.7,68.1,1758,546,9/2/2022,Non-Fiction
2031,688,1689,1,30.87,30.87,1758,175,9/2/2022,Science Fiction
2032,689,890,3,12.15,36.45,209,89,9/1/2023,Fiction
2033,689,642,4,16.35,65.4,209,268,9/1/2023,Fantasy
2034,690,1769,2,25.61,51.22,1687,707,10/15/2022,Romance
2035,690,1815,1,34.25,34.25,1687,87,10/15/2022,Non-Fiction
2036,690,846,4,31.86,127.44,1687,215,10/15/2022,Romance
2037,690,706,3,36.6,109.8,1687,491,10/15/2022,Non-Fiction
2038,690,639,4,28.66,114.64,1687,416,10/15/2022,Fantasy
2039,691,811,2,30.62,61.24,1152,164,4/28/2023,Science Fiction
2040,691,1685,3,37.06,111.18,1152,94,4/28/2023,Fiction
2041,691,1920,2,8.77,17.54,1152,178,4/28/2023,Science Fiction
2042,691,535,4,30.37,121.48,1152,27,4/28/2023,Science Fiction
2043,691,1296,5,23.37,116.85,1152,449,4/28/2023,Fantasy
2044,692,2174,1,16.57,16.57,86,474,6/30/2024,Non-Fiction
2045,692,398,1,14.98,14.98,86,57,6/30/2024,Fiction
2046,692,352,1,38.63,38.63,86,54,6/30/2024,Non-Fiction
2047,692,36,1,39.81,39.81,86,550,6/30/2024,Science Fiction
2048,692,1358,1,44.64,44.64,86,653,6/30/2024,Fiction
2049,693,1462,2,48.37,96.74,1039,360,8/8/2024,Romance
2050,693,617,2,12.03,24.06,1039,713,8/8/2024,Science Fiction
2051,693,1260,1,26.51,26.51,1039,6,8/8/2024,Science Fiction
2052,694,1293,5,43.31,216.55,216,47,4/29/2024,Romance
2053,694,1830,4,8.31,33.24,216,320,4/29/2024,Mystery
2054,694,1387,2,13.85,27.7,216,571,4/29/2024,Fantasy
2055,695,1243,1,42.92,42.92,343,257,11/4/2023,Non-Fiction
2056,695,655,2,9.43,18.86,343,721,11/4/2023,Science Fiction
2057,695,669,4,49.68,198.72,343,431,11/4/2023,Science Fiction
2058,696,2181,5,34.45,172.25,1291,447,1/22/2024,Fantasy
2059,697,649,5,15.71,78.55,242,377,1/8/2023,Mystery
2060,697,1924,3,40.21,120.63,242,628,1/8/2023,Fantasy
2061,697,1022,1,17.28,17.28,242,70,1/8/2023,Science Fiction
2062,697,601,4,38,152,242,483,1/8/2023,Romance
2063,698,162,2,39.14,78.28,1784,361,2/8/2024,Science Fiction
2064,699,1937,4,18.15,72.6,421,676,9/21/2023,Non-Fiction
2065,699,1954,2,7.4,14.8,421,344,9/21/2023,Non-Fiction
2066,699,82,5,34.91,174.55,421,84,9/21/2023,Fantasy
2067,699,1485,4,48.89,195.56,421,488,9/21/2023,Fantasy
2068,700,745,4,13.88,55.52,1866,674,1/10/2023,Fiction
2069,700,82,4,34.91,139.64,1866,84,1/10/2023,Fantasy
2070,700,1409,3,9.01,27.03,1866,755,1/10/2023,Romance
2071,700,349,3,44.11,132.33,1866,113,1/10/2023,Romance
2072,700,283,2,12.33,24.66,1866,16,1/10/2023,Romance
2073,701,1230,4,43.09,172.36,741,525,8/3/2023,Science Fiction
2074,701,613,1,18.77,18.77,741,354,8/3/2023,Non-Fiction
2075,702,1314,3,19.44,58.32,322,632,10/26/2023,Romance
2076,702,341,3,48.59,145.77,322,283,10/26/2023,Non-Fiction
2077,703,2027,1,42.99,42.99,1492,412,6/4/2024,Mystery
2078,703,1712,2,29.18,58.36,1492,282,6/4/2024,Science Fiction
2079,703,1496,3,39.69,119.07,1492,307,6/4/2024,Fiction
2080,703,787,5,42.02,210.1,1492,710,6/4/2024,Fiction
2081,703,1148,5,15.28,76.4,1492,745,6/4/2024,Non-Fiction
2082,704,2006,3,26.14,78.42,599,562,3/30/2024,Fantasy
2083,705,214,2,18.44,36.88,1451,538,6/30/2023,Mystery
2084,705,1256,3,49.26,147.78,1451,460,6/30/2023,Non-Fiction
2085,706,1774,3,34.34,103.02,905,318,4/10/2023,Romance
2086,706,166,3,37.85,113.55,905,696,4/10/2023,Fantasy
2087,706,1877,1,17.31,17.31,905,789,4/10/2023,Science Fiction
2088,706,1364,5,21.07,105.35,905,742,4/10/2023,Romance
2089,707,536,5,11.7,58.5,1561,479,11/17/2022,Mystery
2090,708,79,3,9,27,1037,83,4/18/2023,Non-Fiction
2091,709,818,4,20.33,81.32,1021,192,6/21/2024,Science Fiction
2092,709,1557,4,22.11,88.44,1021,263,6/21/2024,Fiction
2093,709,148,3,49.46,148.38,1021,684,6/21/2024,Mystery
2094,709,1537,3,6.93,20.79,1021,751,6/21/2024,Non-Fiction
2095,710,2100,4,15.42,61.68,1501,389,3/23/2023,Fantasy
2096,710,1668,3,32.9,98.7,1501,321,3/23/2023,Fantasy
2097,710,543,3,28.12,84.36,1501,133,3/23/2023,Fantasy
2098,711,791,4,23.63,94.52,1783,491,2/23/2024,Mystery
2099,711,1154,3,24.33,72.99,1783,707,2/23/2024,Fiction
2100,711,342,4,15.32,61.28,1783,94,2/23/2024,Romance
2101,712,1306,5,42.72,213.6,204,227,3/15/2024,Mystery
2102,713,95,2,17.97,35.94,316,567,11/30/2023,Non-Fiction
2103,714,996,1,36.81,36.81,1326,29,6/15/2023,Romance
2104,715,1530,1,26.9,26.9,745,596,8/17/2024,Romance
2105,715,631,5,32.51,162.55,745,306,8/17/2024,Mystery
2106,716,358,1,43.27,43.27,686,63,12/13/2022,Fantasy
2107,716,40,1,43.02,43.02,686,641,12/13/2022,Science Fiction
2108,717,289,2,36.1,72.2,1678,241,10/16/2023,Romance
2109,717,1888,3,17.71,53.13,1678,681,10/16/2023,Fantasy
2110,717,434,5,49.59,247.95,1678,725,10/16/2023,Fantasy
2111,718,231,2,12.9,25.8,283,677,4/18/2023,Fiction
2112,719,333,2,25.95,51.9,252,139,3/27/2024,Fantasy
2113,719,376,1,48.6,48.6,252,739,3/27/2024,Fiction
2114,720,1774,2,34.34,68.68,1738,318,2/4/2023,Romance
2115,721,205,1,15.74,15.74,414,96,12/3/2023,Science Fiction
2116,721,1585,3,16.24,48.72,414,597,12/3/2023,Non-Fiction
2117,722,790,4,9.24,36.96,900,434,5/14/2024,Fantasy
2118,722,809,4,35.78,143.12,900,664,5/14/2024,Fiction
2119,722,763,4,9.83,39.32,900,105,5/14/2024,Non-Fiction
2120,722,1180,5,36.62,183.1,900,116,5/14/2024,Non-Fiction
2121,722,251,4,20.66,82.64,900,357,5/14/2024,Fantasy
2122,723,2080,1,11.65,11.65,852,122,2/8/2024,Non-Fiction
2123,723,326,2,47.36,94.72,852,391,2/8/2024,Romance
2124,724,1079,2,17.84,35.68,1576,793,2/3/2024,Science Fiction
2125,724,2221,5,43.26,216.3,1576,665,2/3/2024,Non-Fiction
2126,725,508,1,18.92,18.92,1575,185,8/9/2024,Mystery
2127,725,771,2,12.41,24.82,1575,275,8/9/2024,Fantasy
2128,726,933,2,42.33,84.66,14,328,11/27/2022,Science Fiction
2129,726,1617,5,36.52,182.6,14,15,11/27/2022,Science Fiction
2130,726,1216,5,42.27,211.35,14,221,11/27/2022,Fantasy
2131,727,2076,3,46.62,139.86,503,120,7/1/2023,Non-Fiction
2132,727,894,4,18.53,74.12,503,739,7/1/2023,Mystery
2133,727,1028,3,18.97,56.91,503,76,7/1/2023,Fiction
2134,727,987,5,17.89,89.45,503,330,7/1/2023,Fantasy
2135,728,1031,3,32.13,96.39,1710,96,12/12/2023,Science Fiction
2136,729,265,1,34.49,34.49,1658,473,10/5/2022,Fiction
2137,729,258,4,21.91,87.64,1658,193,10/5/2022,Mystery
2138,730,248,5,28.82,144.1,971,180,12/20/2023,Fantasy
2139,730,1762,1,17.92,17.92,971,563,12/20/2023,Science Fiction
2140,730,1827,1,9.88,9.88,971,536,12/20/2023,Mystery
2141,731,1305,5,12.26,61.3,700,662,5/18/2023,Mystery
2142,732,270,5,39.99,199.95,588,72,11/17/2022,Science Fiction
2143,732,1075,3,45.46,136.38,588,487,11/17/2022,Science Fiction
2144,732,1847,3,39.89,119.67,588,508,11/17/2022,Fantasy
2145,733,1518,4,16.94,67.76,1035,787,7/4/2023,Romance
2146,733,1230,4,43.09,172.36,1035,525,7/4/2023,Science Fiction
2147,733,1284,5,34.44,172.2,1035,794,7/4/2023,Fantasy
2148,733,780,2,48.61,97.22,1035,182,7/4/2023,Fantasy
2149,734,699,1,10.06,10.06,351,461,10/3/2022,Science Fiction
2150,734,1446,4,48.17,192.68,351,276,10/3/2022,Fantasy
2151,734,1905,4,20.92,83.68,351,17,10/3/2022,Fiction
2152,734,1329,4,45.21,180.84,351,402,10/3/2022,Non-Fiction
2153,734,1900,4,21.8,87.2,351,646,10/3/2022,Romance
2154,735,626,2,31.25,62.5,175,92,8/17/2024,Romance
2155,735,1580,4,19.2,76.8,175,310,8/17/2024,Fiction
2156,735,101,2,24.81,49.62,175,565,8/17/2024,Romance
2157,735,1298,4,23.19,92.76,175,140,8/17/2024,Romance
2158,736,1637,3,33.52,100.56,545,283,9/7/2023,Fiction
2159,736,58,4,15.42,61.68,545,686,9/7/2023,Fantasy
2160,737,619,5,15.92,79.6,763,686,5/8/2024,Mystery
2161,737,754,2,7.29,14.58,763,407,5/8/2024,Science Fiction
2162,738,68,4,10.3,41.2,1465,454,12/9/2023,Mystery
2163,739,614,3,21.23,63.69,1546,732,9/5/2022,Fiction
2164,739,1382,2,23.98,47.96,1546,705,9/5/2022,Science Fiction
2165,739,89,4,47.05,188.2,1546,272,9/5/2022,Non-Fiction
2166,739,1607,2,16.82,33.64,1546,754,9/5/2022,Mystery
2167,740,1138,2,47.79,95.58,850,749,10/8/2023,Science Fiction
2168,740,779,4,14.83,59.32,850,618,10/8/2023,Romance
2169,740,2045,4,30.98,123.92,850,474,10/8/2023,Romance
2170,741,655,4,9.43,37.72,739,721,10/31/2022,Science Fiction
2171,741,245,3,48.31,144.93,739,94,10/31/2022,Non-Fiction
2172,741,435,1,12.97,12.97,739,536,10/31/2022,Mystery
2173,741,1325,4,7.36,29.44,739,520,10/31/2022,Romance
2174,742,1186,2,8.01,16.02,1290,422,5/11/2023,Fantasy
2175,742,964,5,28.58,142.9,1290,365,5/11/2023,Fantasy
2176,742,2025,2,45.6,91.2,1290,750,5/11/2023,Fantasy
2177,742,1706,4,36.78,147.12,1290,677,5/11/2023,Romance
2178,742,54,3,31.88,95.64,1290,347,5/11/2023,Fiction
2179,743,1387,3,13.85,41.55,1362,571,1/17/2023,Fantasy
2180,743,1758,5,39.99,199.95,1362,546,1/17/2023,Science Fiction
2181,744,531,5,45.21,226.05,503,556,3/27/2023,Science Fiction
2182,745,1398,3,7.65,22.95,311,82,10/30/2023,Mystery
2183,745,525,3,25.63,76.89,311,267,10/30/2023,Romance
2184,745,1940,1,22.01,22.01,311,56,10/30/2023,Romance
2185,746,1832,3,38.28,114.84,1543,481,6/1/2023,Mystery
2186,747,1009,2,37.11,74.22,1544,325,8/26/2023,Non-Fiction
2187,747,1337,2,17.62,35.24,1544,238,8/26/2023,Fiction
2188,747,1281,4,33.69,134.76,1544,216,8/26/2023,Romance
2189,747,1150,5,40.84,204.2,1544,729,8/26/2023,Romance
2190,748,1357,2,32.36,64.72,1085,530,12/2/2022,Fantasy
2191,748,521,3,29.29,87.87,1085,588,12/2/2022,Non-Fiction
2192,748,938,5,22.22,111.1,1085,468,12/2/2022,Fiction
2193,749,971,2,31.78,63.56,864,87,3/17/2023,Mystery
2194,749,2002,5,44.35,221.75,864,65,3/17/2023,Fiction
2195,749,1925,1,6.27,6.27,864,499,3/17/2023,Fiction
2196,749,1284,5,34.44,172.2,864,794,3/17/2023,Fantasy
2197,749,392,4,17.96,71.84,864,691,3/17/2023,Fiction
2198,750,1318,1,42.95,42.95,1613,447,10/26/2023,Science Fiction
2199,750,2168,4,39.58,158.32,1613,465,10/26/2023,Romance
2200,751,1090,1,13.8,13.8,468,609,12/31/2022,Fantasy
2201,751,1842,4,38.5,154,468,179,12/31/2022,Mystery
2202,751,792,3,29.91,89.73,468,709,12/31/2022,Fantasy
2203,751,587,3,32.11,96.33,468,758,12/31/2022,Science Fiction
2204,752,1941,2,20.7,41.4,283,446,3/18/2023,Science Fiction
2205,753,13,3,18.89,56.67,1643,81,11/24/2023,Mystery
2206,753,1459,5,25.78,128.9,1643,645,11/24/2023,Fiction
2207,754,599,3,12.65,37.95,879,322,7/7/2023,Fantasy
2208,754,1311,4,11.63,46.52,879,339,7/7/2023,Science Fiction
2209,754,1287,5,40.94,204.7,879,56,7/7/2023,Non-Fiction
2210,754,2197,2,29.46,58.92,879,58,7/7/2023,Fantasy
2211,755,494,3,41.78,125.34,847,560,6/25/2023,Science Fiction
2212,755,249,2,49.86,99.72,847,285,6/25/2023,Non-Fiction
2213,756,2065,3,32.34,97.02,839,188,5/6/2023,Fiction
2214,756,1017,4,20.56,82.24,839,509,5/6/2023,Non-Fiction
2215,756,1733,1,45.41,45.41,839,472,5/6/2023,Mystery
2216,756,1222,3,46.66,139.98,839,600,5/6/2023,Fantasy
2217,756,837,2,18.69,37.38,839,231,5/6/2023,Mystery
2218,757,104,1,12.51,12.51,1840,597,7/8/2023,Mystery
2219,757,1727,1,30.19,30.19,1840,308,7/8/2023,Mystery
2220,757,1510,4,11.49,45.96,1840,289,7/8/2023,Science Fiction
2221,758,1830,4,8.31,33.24,940,320,7/28/2023,Mystery
2222,758,643,5,19.28,96.4,940,274,7/28/2023,Science Fiction
2223,759,1287,1,40.94,40.94,1746,56,5/17/2023,Non-Fiction
2224,759,1121,4,15.77,63.08,1746,671,5/17/2023,Fiction
2225,759,1131,2,27.44,54.88,1746,798,5/17/2023,Fiction
2226,759,1857,3,10.27,30.81,1746,700,5/17/2023,Fiction
2227,760,527,3,11.96,35.88,1058,205,9/12/2022,Fiction
2228,760,70,1,23.87,23.87,1058,243,9/12/2022,Non-Fiction
2229,761,1338,5,15.09,75.45,1628,44,11/23/2023,Romance
2230,762,1511,2,16.23,32.46,1398,745,11/13/2022,Fiction
2231,762,1292,4,39.25,157,1398,634,11/13/2022,Fiction
2232,762,105,4,22.03,88.12,1398,43,11/13/2022,Science Fiction
2233,762,1327,4,17.46,69.84,1398,38,11/13/2022,Mystery
2234,763,1338,5,15.09,75.45,741,44,1/13/2023,Romance
2235,763,142,3,37.6,112.8,741,590,1/13/2023,Non-Fiction
2236,764,162,5,39.14,195.7,61,361,1/9/2024,Science Fiction
